id,reference,hypothesis,audio_duration_s,inference_time_s,rtf
16,patrulje, patrulle,3.25,0.13841063191648573,0.04258788674353407
17,lagre som tekst, lagra som text,3.0,0.13841063191648573,0.04613687730549524
18,Det er ikke så lett å love penger her og nå., Det är icke så lätt att lova pengar här och nu.,4.0,0.13841063191648573,0.03460265797912143
19,sekstiseks tusen fire hundre og sytten, sextiosex tusen fyrahundrasjutton,4.2509375,0.13841063191648573,0.0325600251512721
20,Skalbukilen,,0.25,0.13841063191648573,0.5536425276659429
21,Hotell i nærområdet bør bestilles i svært god tid., Hotell i närområdet bör beställas i svart god tid.,5.75,0.13841063191648573,0.024071414246345343
22,I hjørnet av det minste soverommet står fax og telefon med papirbunker i ryddig halvsirkel rundt apparatet.\Punktum," I hörnet av det minsta sovrummet står fax och telefon med papperbunker och en riktig halvcirkel runt apparaten, punktum.",7.75,0.13841063191648573,0.017859436376320738
23,N O R G E S M E S T E R S K A P E T, N O R G E S M E S T E R S K A P E T,6.75,0.13841063191648573,0.02050527880244233
24,B A S S E N G E T, B A S S E N G E T,5.0,0.13841063191648573,0.027682126383297145
25,Elizabeth, Elisabeth,3.25,0.13841063191648573,0.04258788674353407
26,M A K T M I S B R U K, M A K T M I S B R U K,5.75,0.13841063191648573,0.024071414246345343
27,Begge de savnede båtene kom i havn før vindstyrken kom opp i orkan., Bägge de saknade båtarna kom i hamn för vindstyrkan kom upp i orkan.,7.0,0.13841063191648573,0.019772947416640818
28,Kopier, kopiera,2.75,0.13841063191648573,0.050331138878722086
29,Statens helsetilsyn foreslår en egen spesialistutdannelse for fengselsleger., Statens hälsotillsyn föreslår en egen specialistutbildad för fängelseläger.,7.5,0.13841063191648573,0.018454750922198098
30,P S Y K O L O G E N, P S Y K O L O G E N,5.75,0.13841063191648573,0.024071414246345343
31,P L I K T I G, P L I K T I G,4.5,0.13841063191648573,0.030757918203663494
32,tjueåtte tusen ett hundre og trettini, tjugoåtta tusen etthundratrettionio,4.2509375,0.1188666692469269,0.02796245986842359
33,trettifem tusen og tjueen, trettiofem tusen och tjugoett,3.25,0.1188666692469269,0.0365743597682852
34,Problemene med å organisere seg kommer klart frem i antallet meglinger for å få tariffavtaler., Problemen med att organisera sig kommer klart fram i antalet meglingar för att få tariffavtalet.,7.5,0.1188666692469269,0.015848889232923588
35,Opprett ny fil, och på rätt ny fil.,4.0,0.1188666692469269,0.029716667311731726
36,syttifem tusen sju hundre og nittifem, sjuttiofem tusen sjuhundranittiofem,3.5,0.1188666692469269,0.033961905499121973
37,"I norrøn tid var genitiv i flittig bruk, og også akkusativ og dativ.", I någon tid var genitiv i flitigbruk och också akusativ och dativ.,7.0,0.1188666692469269,0.016980952749560987
38,dukker dukker dukker, duckar duckar duckar,4.2509375,0.1188666692469269,0.02796245986842359
39,tre   tre   tre   tre   førti   seks hundre og ti, tre tre tre tre fyrtio sexhundraåttio,7.0,0.1188666692469269,0.016980952749560987
40,Tidligere har regjeringen avslått henstillinger fra legehold om nettopp dette., Tidigare har regeringen avslagit hemställan från EG-håll om att stänga upp detta.,7.25,0.1188666692469269,0.01639540265474854
41,"Skal noen bytte plass, må bare én reise seg om gangen.", Skall någon byta plats med bara en resa i omgången.,4.2509375,0.1188666692469269,0.02796245986842359
42,Vis utskriftsformat, viss utgiftsformat,3.25,0.1188666692469269,0.0365743597682852
43,Forslaget til ny lov om eiendomsskatt er nå ute til høring., Förslaget till ny lov om egendomsskatt är nu ute till höring.,5.5,0.1188666692469269,0.021612121681259436
44,"Åpningen av nybygget skjer i dag, med en svært særegen konsert."," Öppningen av nybygget sker i dag, med en svårt säregen konsert.",7.25,0.1188666692469269,0.01639540265474854
45,Det skal sprenges ut en tunnel rett under husene., Det ska sprängas ut en tunnel rätt under husen.,3.75,0.1188666692469269,0.031697778465847176
46,Orkestret settes sammen fra år til år., Orkestrarna sätts samman från år till år.,3.75,0.1188666692469269,0.031697778465847176
47,Både kulturministeren og bistandsministeren gjester festivalåpningen.\Punktum, Både kulturministern och biståndsministern gästar festivalöppningen. Punktum.,8.25,0.1188666692469269,0.014408081120839624
48,S K I F T, S K I F T,2.75,0.1452264356194064,0.052809612952511416
49,"På statistikken over sykefravær ligger det kvinner øverst,\Komma men forskerne har aldri helt funnet årsaken til at kvinner er mest syke.\Punktum"," På statistiken över sjukfrånvaro ligger de kvinnor överst kommer, men forskarna har aldrig helt funnit orsaken till att kvinnor är mest sjuka, punktum.",11.75,0.1452264356194064,0.012359696648460119
50,De som holder på med tunnelarbeidet er forduftet., De som håller på med tunnlandbyggande är förnuftiga.,4.5,0.1452264356194064,0.032272541248756975
51,Hver av gruppens konserter er ensbetydende med tung og hard rock., Varav gruppens konserter är ensbetydande med tung och hög rock.,6.5,0.1452264356194064,0.022342528556831755
52,Forestillingen skal være et likeverdig møte mellom to kunstarter., Föreställningen ska vara ett likvärdigt möte mellan två kundarter.,5.75,0.1452264356194064,0.025256771412070677
53,fem   åtte   to   en   fjorten   ni hundre og tjuefem, fem åtta två en fjorton niohundratjugofem,5.25,0.1452264356194064,0.027662178213220267
54,I N N B A K T, I N N B A K T,5.0,0.1452264356194064,0.02904528712388128
55,Flere partier burde satse offensivt på nettopp innvandringspolitikken., Flera partier borde satsa offensivt på nettopp-invandringspolitiken.,6.25,0.1452264356194064,0.023236229699105024
56,Han ønsker å bruke sitt kunstuttrykk i flest mulig sammenhenger., Han önskar att bruka sitt konstuttryck i flest möjliga sammanhang.,5.75,0.1452264356194064,0.025256771412070677
57,I blant er det enklere å lese i en bok enn på en skjerm., Ibland är det enklare att läsa i en bok än på en skärm.,4.2509375,0.1452264356194064,0.034163389986186905
58,jo jo jo, jo jo jo,3.25,0.1452264356194064,0.04468505711366351
59,Som barn lå jeg i ukevis av gangen på sykehus på grunn av øynene mine., Som barn låg jag i veckovisa gången på sjukhus på grund av ögonen mina.,6.75,0.1452264356194064,0.021515027499171318
60,M I L L I A R D E N E, M I L L I A R D E N E,5.0,0.1452264356194064,0.02904528712388128
61,Åpne Excel, öppna excel,3.0,0.1452264356194064,0.04840881187313547
62,"Stemme og synsvinkel ligger alle andre steder enn hos forfatteren,\Komma som derimot er sentrum i alle historiene.\Punktum"," Stämme och synsvinkel ligger alla andra städer än hos författaren, komma, som däremot är centrum i alle historierne, punkt om.",10.0,0.1452264356194064,0.01452264356194064
63,Økt avstand mellom stolradene vil likevel sørge for at sikten blir betydelig bedre enn nå.\Punktum, Ökt avstånd mellan stolraderna vill likväl sörja för att sikten blir betydligt bättre än nu.,10.0,0.1452264356194064,0.01452264356194064
64,Vis linjalen, Vislinjalen,5.25,0.11936819372931495,0.0227367988055838
65,Vis alternativer, visa alternativ,3.25,0.11936819372931495,0.03672867499363537
66,De forvalter jo en tradisjon og skal formidle den videre til sine studenter.\Punktum," De förvaltar ju en tradition och skall förmedla den vidare till sina studenter, punktum.",6.25,0.11936819372931495,0.019098910996690394
67,I N N S T I L L E R, I N N S T I L L E R,5.5,0.11936819372931495,0.021703307950784536
68,Alle aksjonærene har fått tilbud om å tegne seg som långivere., Alla auktionärerna har fått tillbud om att hänvisa som långivare.,5.75,0.11936819372931495,0.020759685865967818
69,Vis bunntekst, viss bondtext,2.25,0.11936819372931495,0.0530525305463622
70,D O M M E N E, D O M M E N E,4.5,0.11936819372931495,0.0265262652731811
71,Oddleif Forsberg, Oddlai Forsberg,1.75,0.11936819372931495,0.0682103964167514
72,Det er imidlertid riktig at elevene så langt har valgt skole basert på rykter.\Punktum," Det är emellertid riktigt att eleverna så långt har valt skola baserat på rykten, punkt om.",6.5,0.11936819372931495,0.018364337496817686
73,tilfredsstilt tilfredsstilt tilfredsstilt," tillfredsställt, tillskredställt, tillfredsställt",5.0,0.11936819372931495,0.023873638745862992
74,åtte   åtte   to   fire   trettifem   fem hundre og førtisju, åtta åtta två fyra trettiofem femhundraofyrtiosju,8.7509375,0.11936819372931495,0.013640617788587219
75,F L E N G, F L E N G,4.5,0.11936819372931495,0.0265262652731811
76,"Det vi kan vite sikkert, er at de gamle vennene savnes når de blir borte.", Det de kan veta säkert är att de gamla vännerna saknas när de blir borta.,5.75,0.11936819372931495,0.020759685865967818
77,sikt, sikt,1.75,0.11936819372931495,0.0682103964167514
78,Mytene om tusser og troll levde i beste velgående til langt inn i forrige århundre., Myten om tussar och troll lever de bästa välgående till långt in i de förra århundradena.,6.75,0.11936819372931495,0.0176841768487874
79,T A N K E V E K K E N D E, T A N K E V E K K E N D E,8.25,0.11936819372931495,0.01446887196718969
80,sju   en   åtte   fem   tjueen   fem hundre og femtisju, sju en åtta fem tjugoett femhundrafemtiosju,4.5,0.14189310849178582,0.03153180188706352
81,Arbeidsmarkedsetaten har finansiert virksomheten de siste tre årene.\Punktum," Arbetsmarknadsetaten har finansierat verksamheten de sista tre åren, punktum.",6.5,0.14189310849178582,0.02182970899873628
82,Nå er vi altså kommet så langt i dialogen og samarbeidet at vi kan være sammen om å forrette nattverd., Nu har vi alltså kommit så långt i dialogen och samarbetet att vi kan vara tillsammans med och förrätta en nattvärd.,7.25,0.14189310849178582,0.01957146324024632
83,"Hvordan noen kan mene at en slik formålsparagraf kan forenes med toleranse og respekt for annerledes troende, er meg et stort mysterium.", Hurdan någon kan mena att en slik förmånsparagraf kan förenas med tolerans och respekt för annorlunda troende är mig ett stort mysterium.,11.0,0.14189310849178582,0.012899373499253257
84,Du ser med en gang hva du har utrettet., Du ser med en gång vad du har uträttat.,4.2509375,0.14189310849178582,0.03337925069276738
85,kantlinje, kontlingar,2.25,0.14189310849178582,0.06306360377412704
86,Blåbærturen ute på landet var en rein fornøyelse og flere av turgåerene hadde kilosvis med bær.," Blåbärsturen ute på landet var en ren förnöjelse, och flera av turgårdarna hade kilosvis med bär.",7.5,0.14189310849178582,0.01891908113223811
87,Finn ord, Finn år,2.75,0.14189310849178582,0.05159749399701303
88,"Fellesmeieriets regler er utformet slik at bønder som leverer til andre,\Komma risikerer å bli straffet økonomisk.\Punktum"," Fälles mejeriets regler är utformade så att bönder som levererar till andra komma riskerar att bli straffade ekonomiskt, punktum.",8.7509375,0.14189310849178582,0.0162146179757067
89,femtiåtte tusen seks hundre og nittini, femtioåtta tusen sexhundranittionio,4.2509375,0.14189310849178582,0.03337925069276738
90,Det er ikke for sent å snu., Det är icke förtjänt hos nu.,3.0,0.14189310849178582,0.04729770283059528
91,sytten tusen to hundre og fem, sjutton tusen tvåhundrafem,2.75,0.14189310849178582,0.05159749399701303
92,"Appelsin, banan, eple og druer er hovedingredienser i en velsmakende fruktsalat som serveres på en populær restaurant i byen."," Apelsin, banan, äpple och druvor är huvudingredienser i en välsmakande fruktsallad som serveras på en populär restaurang i byn.",11.25,0.14189310849178582,0.012612720754825406
93,åtte   sju   en   sju   tjueto   fire hundre og førtitre, åtta sju en sju tjugotvå fyrahundrafyrtiotre,5.5,0.14189310849178582,0.025798746998506514
94,Øk venstre innrykk med to og en halv centimeter, ök vänstra inriktning med två och en halv centimeter,4.2509375,0.14189310849178582,0.03337925069276738
95,B A S E N E, B A F E N E,6.25,0.14189310849178582,0.022702897358685734
96,"Den som planlegger bryllup og mangler idéer for den store dagen, har over tyve magasiner å velge mellom."," Den som planlägger bröllop och många idéer för den stora dagen, har typ två magasin att välja mellan.",9.0,0.23313630721531808,0.025904034135035343
97,Klipp ut, klipp ut,2.75,0.23313630721531808,0.0847768389873884
98,Lim inn, lim in,3.0,0.23313630721531808,0.07771210240510602
99,nittifem tusen seks hundre og ti, nittiofem tusen sexhundra och tio,4.5,0.23313630721531808,0.05180806827007069
