id,reference,hypothesis,audio_duration_s,inference_time_s,rtf
42,"Vi så rett bort på en person på broen, og vedkommende så tilbake på oss.", Vi så rett bort på en person på broen og vedkommende så tilbake på oss.,7.0,0.12343736703041941,0.017633909575774202
43,tretten tusen ett hundre og femtini, 13.159,4.0,0.12343736703041941,0.030859341757604852
44,syttitre tusen fire hundre og tjuefire, 73 424,5.0,0.12343736703041941,0.024687473406083883
45,B E V I L G E R, B-R-V-I-L-G-R,5.0,0.12343736703041941,0.024687473406083883
46,seg seg seg," Sei, sei, sei!",3.25,0.12343736703041941,0.037980728317052126
47,I N S T R U K S E N, i en strukseen.,5.75,0.12343736703041941,0.021467368179203375
48,Tilbake ett tegn, Tilbake ett tegn.,4.75,0.1308868671185337,0.027555129919691307
49,Lukk dokumentet, Lokk dokumentet.,3.0,0.1308868671185337,0.0436289557061779
50,På møtet forklarte ordføreren om alle reaksjonene han har fått de siste dagene., På møte forklarer de ordføra om alle reaksjonene han har fått de siste dagene.,7.75,0.1308868671185337,0.01688862801529467
51,femtisju tusen ett hundre og førtitre, 57143,4.0,0.1308868671185337,0.032721716779633425
52,Øk venstre innrykk med to og en halv centimeter," Øk venstlig inrykk med 2,5 cm.",4.75,0.1308868671185337,0.027555129919691307
53,K O P I E R I N G, K-U-P-I-E-R-I N-G,5.5,0.1308868671185337,0.023797612203369765
54,Antonio, Antonio,4.2509375,0.1308868671185337,0.03079011797245518
55,Nå er det ikke sikkert at dette blir noe problem for ham., Nå er det ikke sikker at dette blir noe problem for ham.,4.75,0.1308868671185337,0.027555129919691307
56,Gå tilbake trettifire ord, Gå tilbake i 34 ord.,4.0,0.1308868671185337,0.032721716779633425
57,den den den," DENG, DENGE, DENNE",2.75,0.1308868671185337,0.04759522440673953
58,"Vi greier oss nå, vi som har byen som arbeidsplass og rekreasjonsområde."," Vi greier oss nå, vi som har byen som arbeidsplass og rekreasjonsområde.",7.5,0.1308868671185337,0.01745158228247116
59,K Y N I S K E, K-Y-N-I-S-K-R,5.0,0.1308868671185337,0.02617737342370674
60,I går kveld avviste nemlig flertallet i byutviklingskomitéen utbyggingsplanene for området., I går kveld avviste nemlig flertallet i byutviklingskomiteen utbyggingsplanene for området.,7.75,0.1308868671185337,0.01688862801529467
61,sju tusen og nittifem, Sjyttehus 95,3.0,0.1308868671185337,0.0436289557061779
62,sekstini tusen sju hundre og femtitre, 69753.,5.0,0.1308868671185337,0.02617737342370674
63,zoom ut, Zoom ut.,3.25,0.1308868671185337,0.04027288219031806
64,sakte bakover, Sakte bakover.,3.5,0.1361551068839617,0.03890145910970334
65,Brorparten av arbeidene er blitt til det siste året., Brorparten av arbeidene er blitt til det siste året.,3.75,0.1361551068839617,0.03630802850238979
66,Blåbærturen ute på landet var en rein fornøyelse og flere av turgåerene hadde kilosvis med bær.," Blåbærturen ute på landet var en ren fornøyelse, og flere av turgårdene hadde kilovis med bær.",9.0,0.1361551068839617,0.015128345209329078
67,Livet består av sorger og gleder., Livet består av sorg og glede.,3.0,0.1361551068839617,0.045385035627987236
68,"Alle vannløselige proteiner blir vasket ut av fisken,\Komma slik at massen bare består av proteiner som ikke kan oppløses i vann.\Punktum"," Alle vannløselige proteiner blir vasket ut av fisken, slik at massen bare består av proteiner som ikke kan oppløses i vann.",9.25,0.1361551068839617,0.014719471014482347
69,Noen ventet i opptil åtte timer for å få lege hjem.\Punktum, Noen venter til opptil 8 timer for å få lege hjem.,6.25,0.1361551068839617,0.021784817101433873
70,Fjern merking, Fjern med kring.,3.75,0.1361551068839617,0.03630802850238979
71,"Jeg håper å bruke både journalister på huset, og andre til å dekke sportsstoffet.", Jeg håper å bruke både journalister på huset og andre til å dekke sportsstoffet.,6.0,0.1361551068839617,0.022692517813993618
72,start Word, Startbord.,3.5,0.1361551068839617,0.03890145910970334
73,K R I T E R I U M, K-r-i-t-e-r i-u-m,6.75,0.1361551068839617,0.020171126945772104
74,åttini tusen seks hundre og nittiseks, 89 696.,4.75,0.1361551068839617,0.028664233028202465
75,Fiskeindustrien har henvendt seg til fiskeriministeren for å gi uttrykk for sin frykt for å miste råstoff., Fiskeindustrien har envendt seg til fiskeriministeren for å gi uttrykk for sin frykt for å miste råstoff.,8.7509375,0.1361551068839617,0.015558916617100935
76,lavere lavere lavere," Lavere, lavere, laere.",4.5,0.1361551068839617,0.030256690418658156
77,stille stille stille," STILLA, STILLÆ, STELLÆ",4.0,0.1361551068839617,0.03403877672099043
78,L O U I S I A N A, L-O-U-I-S-I A-N-Å,5.25,0.1361551068839617,0.025934306073135564
79,fem   tre   to   tre   tjuetre   ni hundre og nittien," 5, 3, 2, 3 23, 991",7.0,0.1361551068839617,0.01945072955485167
80,Operaen kjennetegnes av en henrivende puls og en melodiføring som enhver komponist må misunne den gamle mester., Operen kjennetegnes av en hendrivende puls og en melodiføring som enhver komponist må misunne den gamle mester.,8.7509375,0.1433277553296648,0.016378560049099287
81,"Han er en tuslete hverdagsmann, bare iført prestedrakt denne gang.", Han er en tuslete hverdagsmann bare i i ført prestidrak denne gang.,5.5,0.1433277553296648,0.02605959187812087
82,Kutt løken og soppen i ønskelige biter., Kutt løken og soppen i ønskelige biter.,4.5,0.1433277553296648,0.031850612295481064
83,Det skal også utvikles regionale utviklingsprogrammer der formålet er å få de forskjellige kommuner og bedrifter i regionene til å samarbeide bedre.," Det skal også utvikles regionaler utviklingsprogrammer, der formålet er å få de forskjellige kommunene og bedrifter regionene til å samarbeide bedre.",11.75,0.1433277553296648,0.012198106836567217
84,Bytt til utskriftsoppsettvisning, Bytt til utskritts- og setsvisning.,4.5,0.1433277553296648,0.031850612295481064
85,åtte   to   åtte   sju   tolv   tre hundre og fire, 82 87 12 304,5.5,0.1433277553296648,0.02605959187812087
86,N Y D A L E N, N-i-d-a-l-e-n,4.2509375,0.1433277553296648,0.033716740208404566
87,Vi var i mot bommen før den kom., Vi valg imot bommen før den kom.,4.2509375,0.1433277553296648,0.033716740208404566
88,Små kropper snor seg om jernstengene i hovedporten., Små kropper snur seg om hjernstingen i hovedporten.,5.25,0.1433277553296648,0.027300524824698056
89,Noen spekulerer nå i at det vil komme et bud på sementselskapet., Noen spekulerer nå i at det vil komme et bud på Sævendselskapet.,4.5,0.1433277553296648,0.031850612295481064
90,A N G E R, A N G E R,4.2509375,0.1433277553296648,0.033716740208404566
91,Midtstill, mitt stil.,2.75,0.1433277553296648,0.05211918375624174
92,lukk Access, Lukk-aksess,2.0,0.1433277553296648,0.0716638776648324
93,"Sentralt i vår forfatning er maktdelingen mellom lovgivende,\Komma utøvende og dømmende myndighet.\Punktum"," Sentralt i vår forfatning er maktdelingen mellom lovgivende, utøvende og dømmende myndighet.",7.75,0.1433277553296648,0.018493903913505135
94,Kurt, Kutt!,2.0,0.1433277553296648,0.0716638776648324
95,I alle år har jeg vært utstillingsarkitekt., I alle år har jeg vært utstillingsarkitekt.,3.0,0.1433277553296648,0.0477759184432216
96,"Johannessen har det kunstneriske ansvaret, men alle har bidratt til å forme forestillingen."," Johanusen har det kunstnerisk ansvaret, men alle har bidra til å forme forestillingen.",8.0,0.1446636205073446,0.018082952563418075
97,Deres besøk der vil sikkert gjøre årets nasjonaldag spesielt minnerik for små som store i denne del av hovedstaden.," Deres besøk der vil sikkert gjøre årets nasjonaldag spesielt minderig for små, som store i denne del av hovudstaden.",10.25,0.1446636205073446,0.014113523951936059
98,Sykkelsesongen starter for alvor i løpet av kort tid nå som temperaturen stiger., Sykkelsesongen starter for alvor i løpet av kort tid nå som temperaturen stiger.,7.25,0.1446636205073446,0.019953602828599256
99,Vi går inn for at det utarbeides et felles reglement på området som skal gjelde for all høyere utdannelse., Vi går inn for at det utarbeides et fellesreglement på området som skal gjelde for all høyere utdannelse.,8.25,0.1446636205073446,0.01753498430392056
100,På møtet forklarte ordføreren om alle reaksjonene han har fått de siste dagene., På møte forklarte ordføreren om alle reaksjonene han har fått de siste dagene.,4.75,0.1446636205073446,0.030455499054177812
101,Fiskeindustrien har henvendt seg til fiskeriministeren for å gi uttrykk for sin frykt for å miste råstoff., Fiskeindustrien har henvendt seg til fiskeriministeren for å gi uttrykk for sin frykt for Mr. Råstof.,9.0,0.1446636205073446,0.016073735611927178
102,Elevene vil få spille like mye sjakk som de andre elevene får trene for eksempel fotball eller langrenn.\Punktum," Elevene vil få spille like mye sjakk som de andre elevene får trene, for eksempel fotball eller langrøm.",8.5,0.1446636205073446,0.017019249471452308
103,Det engelske laget fremstår som dårlig trent og uinspirert., Det engelske laget fremstår som dårlig trent og uinspirert.,6.75,0.1446636205073446,0.02143164748256957
104,Det skal også utvikles regionale utviklingsprogrammer der formålet er å få de forskjellige kommuner og bedrifter i regionene til å samarbeide bedre.," Det skal også utvikles regionale utviklingsprogrammer, der formålet er å få de forskjellige kommunene og bedrifter i regionene til å samarbeide bedre.",13.5,0.1446636205073446,0.010715823741284785
105,S L U T T R E S U L T A T E T, S-L-U-T-T R-E-S-U L-T A-T E-T,12.75,0.1446636205073446,0.011346166314301537
106,Reinås signaliserte i går at utfallet av forhandlingene fremdeles er helt åpent., Reinov signaliserte i går at utfallet av forhandlingene fremdeles er helt åpent.,6.0,0.1446636205073446,0.02411060341789077
107,"Han var rett og slett en mann som sa ifra, fordi han ifølge sin samvittighet syntes han burde nettopp det."," Han var rett og slett en mann som sa ifra, fordi han i følge sin samvittighet syntes han burde nettopp det.",7.25,0.1446636205073446,0.019953602828599256
108,"Det kan tas hensyn til forhold som farlig skolevei, skolenes kapasitet og hvor elevens søsken måtte gå."," Det kan tas hensyn til forhold til en farlig skolevei, skolens kapasitet og hvor elevene søsken måtte gå.",6.25,0.1446636205073446,0.023146179281175138
109,"I vinter har han måttet ty til rulleski for å få trent, fordi det har vært så lite snø."," I vinter har han måtte ty til rulleski for å få trent, fordi det har vært så lite snø.",8.0,0.1446636205073446,0.018082952563418075
110,Bunken med meldinger om skader på ansatte vokser., Bunken med meldinger om skader på ansatte vokser.,4.2509375,0.1446636205073446,0.03403099210641055
111,Jeg kan løpe av meg ergrelser og frustrasjoner., Jeg kan løpe av meg ærgerelser og frustrasjonar.,6.0,0.1446636205073446,0.02411060341789077
112,tre   tre   sju   tre   syttisju   sju hundre og syttiåtte, 33737778,6.25,0.12861778895603493,0.02057884623296559
113,åtte   fem   fem   to   førtiåtte   fem hundre og nittisju, 8 55 248 597,7.75,0.12861778895603493,0.01659584373626257
114,nittini tusen og seksten, 99000 av 16.,4.5,0.12861778895603493,0.028581730879118875
115,Jeg har ikke bil og lurer veldig på hvordan det skal bli til vinteren., Jeg har ikke bil og lurer veldig på hvordan det skal bli til vintern.,5.75,0.12861778895603493,0.022368311122788684
116,Maleriets integritet søkes i dets spesifikke og essensielle egenskaper., Maleriets integritet søkes i dette spesifikke og essensielle egenskaper.,5.25,0.12861778895603493,0.024498626467816177
117,"Rådsmøtet begynte stilfullt, med pianomusikk.", Rådsmøtet begynte stilfullt med pianomusikk.,4.2509375,0.12861778895603493,0.030256334974587355
118,Under denne fremførelsen ga den resultater.\Punktum, Under denne fremførelsen ga den resultatet punkt om.,4.2509375,0.12861778895603493,0.030256334974587355
119,nittien tusen sju hundre og ti, Mittdien 1710,4.5,0.12861778895603493,0.028581730879118875
120,Fiskeindustrien har henvendt seg til fiskeriministeren for å gi uttrykk for sin frykt for å miste råstoff., Fiskeindustrien har henvendt seg til fiskeriministeren for å gi uttrykk for sin frykt for mistå råstoff.,7.0,0.12861778895603493,0.01837396985086213
121,lag PowerPoint-presentasjon, Lag PowerPoint-presentasjon.,3.25,0.12861778895603493,0.03957470429416459
122,Fem utlendinger møter storparten av den norske juniorelite de kommende fem dager., Nettopp.,0.5,0.12861778895603493,0.25723557791206986
123,Det er heller ingen umiddelbare planer om å harmonisere dem., Det er heller ingen middelbare planer om å harmonisere dem.,6.5,0.12861778895603493,0.019787352147082295
124,tjuesju tusen sju hundre og tjuesju, 27727,5.0,0.12861778895603493,0.025723557791206986
125,Han sa figurene var veldig gjennomførte og detaljerte., Han sa figurene var veldig gjennomførte og detaljerte.,4.75,0.12861778895603493,0.02707742925390209
126,Opprett ny fil, Opprett ny fil.,3.5,0.12861778895603493,0.03674793970172426
127,Blant annet har forbryterne avlagte en bonde et besøk., Blant annet har forbryterne avlagt en bonde et besøk.,6.25,0.12861778895603493,0.02057884623296559
128,H E N D E L S E, H-E-N-D-E L-S-R,6.5,0.13638362317578867,0.020982095873198256
129,Ringen, Ringen.,2.75,0.13638362317578867,0.04959404479119588
130,De første lykkelige samlivsår var likevel ikke uten skygger., De første lykkelege samlivsår var likevel ikke uten skygger.,7.75,0.13638362317578867,0.017597886861392086
131,Musikere påvirkes stadig mer av hverandres lokale musikalske tradisjoner., Musikere påvirkes stadig mer av hverandres lokale musikalske tradisjoner.,4.5,0.13638362317578867,0.030307471816841926
132,En ny aktør skal slippes inn.\Punktum, En ny aktør skulle slet ikke se en.,3.5,0.13638362317578867,0.03896674947879676
133,V E R D E N S M E S T E R E N, V-E-R-D-E N-S-M-E S-T-E R-E,6.5,0.13638362317578867,0.020982095873198256
134,V E R B A L T, V-E-R-B-A-L-T,4.5,0.13638362317578867,0.030307471816841926
135,"Så gikk det altså få timer,\Komma og russerne gjorde nøyaktig det motsatte av hva de hevdet de skulle gjøre.\Punktum"," Så gikk det alt så få timer komme, og rødserne gjorde nøyaktig det motsatte av hva de hevde de skulle gjøre.",9.25,0.13638362317578867,0.01474417547846364
136,R E G I M E R, R-E-G-I-M-E R,5.75,0.13638362317578867,0.02371889098709368
137,"Når man diskuterer en ting, så skal man gjøre det saklig."," Når man diskuterer en ting, skal man gjøre det saklig.",6.5,0.13638362317578867,0.020982095873198256
138,tjenesten tjenesten tjenesten," Tjenesten, tjenesten...",3.25,0.13638362317578867,0.04196419174639651
139,Av historier som i aller høyeste grad er hans egne., av historier som i aller høyeste grad er hans egne.,7.25,0.13638362317578867,0.018811534231143266
140,start Microsoft Excel, Start Microsoft Excel.,3.5,0.13638362317578867,0.03896674947879676
141,Han sier også at det er første gang det er inngått en slik avtale i vår del av verden., Han sier også at det er første gang det er inngått en slik avtale i vår del av verden.,6.25,0.13638362317578867,0.021821379708126188
142,På forhånd knyttet det seg stor spenning til selve avstemningen., På forhånd knyttet det seg stor spenning til selve avstemningen.,6.0,0.13638362317578867,0.022730603862631444
143,lyddempere, Litt dem prei.,2.25,0.13638362317578867,0.06061494363368385
144,"I stedet for å importere arbeidskraft fra utlandet, kan de bruke oss som er her.", I stedet for å importerer arbeidskraff for utlandet kan de bruke oss som er her.,6.0,0.11286840605316684,0.01881140100886114
145,H A G L E R, HÅ-A-G-L-A R,4.0,0.11286840605316684,0.02821710151329171
146,bytt mappe, Bytt mappe,2.5,0.11286840605316684,0.04514736242126673
147,Høyrejuster tekst, Høyre juster tekst.,4.0,0.11286840605316684,0.02821710151329171
148,Namsrettens kjennelse faller i neste uke., Namsrettene kjennelse faller i neste uke.,4.75,0.11286840605316684,0.023761769695403546
149,A V B R U D D," A, B, B R, U, D, D",5.5,0.11286840605316684,0.020521528373303063
150,nittifem tusen og førtito, 95 042,4.2509375,0.11286840605316684,0.026551415082712186
151,åttisju tusen ett hundre og seksti, 87 160,4.5,0.11286840605316684,0.02508186801181485
152,Unge kvinner kan nok føle seg plaget på kveldstid., Unge kvinner kan nok føle seg plaget på kveldstid.,5.5,0.11286840605316684,0.020521528373303063
153,Slik pleier det å gå med oss.\Punktum," Slik pleier det å gå med oss, punkten.",3.75,0.11286840605316684,0.030098241614177824
154,Sundbyfoss, Sunn Bifoss,3.75,0.11286840605316684,0.030098241614177824
155,Han har hele sitt liv levd nede i en kjeller uten kontakt med omverdenen.\Punktum, Han har hele sitt liv levd ned i en kjeller uten kontakt med omverdenen.,7.75,0.11286840605316684,0.014563665297182818
156,Informasjon er viktig for å fjerne rasisme., Informasjon er viktig for å fjerne rasisme.,5.5,0.11286840605316684,0.020521528373303063
157,Omstillingsprosessen er kontinuerlig og presset stort.\Punktum, Omstillingsprosessen er kontinuerlig og presser stort punktum.,7.25,0.11286840605316684,0.015568056007333356
158,P R E S S E K O N T O R, P-R-E-S-S E-K-U-N-T-U R,8.25,0.11286840605316684,0.013681018915535375
159,formater diskett, Formatertiske.,3.0,0.11286840605316684,0.03762280201772228
160,Bytt til normalvisning, Bitt til normal visning,4.2509375,0.156801849254407,0.036886416056318636
161,På grunn av geografisk avstand møtes sekstetten ofte bare én helg i måneden., På grunn av geografisk avstand møter 6-13 ofte bare en helgen i måneden.,6.75,0.156801849254407,0.02322990359324548
162,syttini tusen sju hundre og syttifem, 79.775,5.0,0.156801849254407,0.0313603698508814
163,Bytt til Excel, Bytt til Excel.,4.0,0.156801849254407,0.03920046231360175
164,Bytt til Excel, Bitt til Excel.,4.2509375,0.156801849254407,0.036886416056318636
165,"Det var litt mørkt i de små rommene, men med stearinlys så vi nok."," Det var litt mørkt i de små rommene, men mest det er rimlig så vi nok.",6.5,0.156801849254407,0.024123361423754923
166,"Det gigantiske arrangementet med folkloreinnslag, kunst og fantastisk underholdning imponerte stort."," Det gigantiske arrangementet med folklori-inslag, kunst og fantastisk underholdning imponerte stort.",9.25,0.156801849254407,0.0169515512707467
167,"Jeg fulgte rettssakene mot generalene som seriøs journalist, jeg vandret blant rike oljefolk og jeg deltok i det elleville nattelivet.", Jeg fulgte rettsakene mot generalene som seriøs journalist. Jeg vandret blant rike og oljefolk og deltok i det ellevillige nattelivet.,10.75,0.156801849254407,0.014586218535293674
168,Gå frem én linje, Gå frem i en linje.,4.2509375,0.156801849254407,0.036886416056318636
169,vis linjalen, Visling jaldet.,2.75,0.156801849254407,0.05701885427432982
170,J O U R N A L I S T I S K, G-O-U-R-N-A-L-I-S-T-I SK,10.0,0.156801849254407,0.0156801849254407
171,marker fil, Markér fil.,3.0,0.156801849254407,0.05226728308480233
172,Stemningen inne på intensivavdelingen er underlig., Stemningen inne på intensivavdelingen er underlig.,5.0,0.156801849254407,0.0313603698508814
173,E T E R E N, E-T-E-R-E N,4.2509375,0.156801849254407,0.036886416056318636
174,Han forteller at det er noe helt spesielt med denne gruppen., Han forteller at det er noe helt spesielt med denne gruppen.,5.25,0.156801849254407,0.029867018905601332
175,Opprett ny fil, Opprett nyfil,5.25,0.156801849254407,0.029867018905601332
176,syttien tusen sju hundre og tjuefire, 71 724,5.0,0.14295067102648318,0.028590134205296637
177,Nå er de beste plukket ut.\Punktum, Nå er de beste plukket ut punktum.,4.75,0.14295067102648318,0.030094878110838563
178,Namsrettens kjennelse faller i neste uke., Nams rettens kjendelse faller i neste uke.,3.75,0.14295067102648318,0.038120178940395516
179,åttiseks tusen to hundre og førtien, 86 241,3.5,0.14295067102648318,0.04084304886470948
180,"Som det fremgår overfor, ble dette kravet ikke innfridd.", Som det fremgår overfor ble dette kravet ikke innfryd.,5.25,0.14295067102648318,0.027228699243139653
181,"Appelsin, banan, eple og druer er hovedingredienser i en velsmakende fruktsalat som serveres på en populær restaurant i byen."," Appelsin, banan, eplå, druer er hovedingredienser i en velsmakende fruktsalat som serveres på en populær restaurant i byen.",9.25,0.14295067102648318,0.015454126597457641
182,tilbake til tekst, Tilbake til tekst.,3.25,0.14295067102648318,0.04398482185430252
183,Han sa figurene var veldig gjennomførte og detaljerte., Han sa figurene var veldig gjennomførte og detaljerte.,6.25,0.14295067102648318,0.02287210736423731
184,Vi har hatt lyst til å gjøre dette veldig lenge., Vi hadde lyst til å gjøre dette veldig lenge.,4.2509375,0.14295067102648318,0.033628034057542174
185,Det synes vanskelig å påvise forskjeller i adferd mellom dem som eier og dem som leier bolig., Det synes vanskelig å påvise forskjeller i adfærd mellom dem som eier og dem som leier bolig.,7.5,0.14295067102648318,0.019060089470197758
186,Vannsparende dusjer og toaletter og vannmålere bør også på plass i de fornyede boligene.\Punktum, Vannsparende dusjer og toaletter og vannmålere bør også på plass i de fornyede boligene.,11.0,0.14295067102648318,0.012995515547862107
187,nittiseks tusen åtte hundre og åttitre, 96883,3.75,0.14295067102648318,0.038120178940395516
188,Vanligvis får kvinner med bekkenplager klare råd om å være forsiktige.\Punktum, Vanligvis får kvinner med bækkerplager klare råd om å være forsiktige.,9.0,0.14295067102648318,0.015883407891831465
189,Konge og høyadel har så utvilsomt hovedrollene., Kongen Høyadel har så utviklige hovedrollene.,5.0,0.14295067102648318,0.028590134205296637
190,oss oss oss, Osso soss.,3.75,0.14295067102648318,0.038120178940395516
191,"Reker er det massevis av, og selges til langt utpå ettermiddagen.", Reker er det massevis av og selges til langt oppe etter middagen.,6.5,0.14295067102648318,0.02199241092715126
192,Anne, Anne,2.5,0.11596079386072233,0.046384317544288935
193,fem tusen ni hundre og sekstiseks, 5.966,3.25,0.11596079386072233,0.03568024426483764
194,familier familier familier," Familer, familier, familie...",4.2509375,0.11596079386072233,0.027278875274153604
195,Strønstad, Strømsta.,3.25,0.11596079386072233,0.03568024426483764
196,"En garanti har ingen verdi hvis den ikke blir oppfylt, fastslår hun."," — En garanti har ingen verdi hvis den ikke blir oppfylt, fastslor hun.",5.5,0.11596079386072233,0.021083780701949516
197,utgangspunktet utgangspunktet utgangspunktet," Ytganskpunktet, ytgannspunktet, ...",4.75,0.11596079386072233,0.02441279870752049
198,en   fire   sju   fem   nittiseks   sju hundre og elleve, 1 4 7 5 96 711,6.75,0.11596079386072233,0.017179376868255162
199,to   to   åtte   to   nittisju   ett hundre og seksti, 2 2 8 2 97 160,7.0,0.11596079386072233,0.016565827694388906
200,sa sa sa," Sa, sa, sa.",3.25,0.11596079386072233,0.03568024426483764
201,Midtstill dette avsnittet, Midt stille dette avsnittet.,3.75,0.11596079386072233,0.03092287836285929
202,Det skal sprenges ut en tunnel rett under husene., Det skal spranges ut en tunnel rett under husene.,5.75,0.11596079386072233,0.02016709458447345
203,Merk andre avsnitt, Merk andre avsnitt.,3.25,0.11596079386072233,0.03568024426483764
204,Langhamn, Langhamn.,2.75,0.11596079386072233,0.04216756140389903
