id,reference,hypothesis,audio_duration_s,inference_time_s,rtf
39,tre   tre   tre   tre   førti   seks hundre og ti, tre tre tre tre fyrtio sexhundraåttio,7.0,0.11976689513539895,0.017109556447914138
40,Tidligere har regjeringen avslått henstillinger fra legehold om nettopp dette., Tidigare har regeringen avslagit hemställan från EG-håll om att stänga upp detta.,7.25,0.11976689513539895,0.016519571742813648
41,"Skal noen bytte plass, må bare én reise seg om gangen.", Skall någon byta plats med bara en resa i omgången.,4.2509375,0.11976689513539895,0.028174231010312186
42,Vis utskriftsformat, viss utgiftsformat,3.25,0.11976689513539895,0.03685135234935352
43,Forslaget til ny lov om eiendomsskatt er nå ute til høring., Förslaget till ny lov om egendomsskatt är nu ute till höring.,5.5,0.11976689513539895,0.021775799115527083
44,"Åpningen av nybygget skjer i dag, med en svært særegen konsert."," Öppningen av nybygget sker i dag, med en svårt säregen konsert.",7.25,0.11976689513539895,0.016519571742813648
45,Det skal sprenges ut en tunnel rett under husene., Det ska sprängas ut en tunnel rätt under husen.,3.75,0.11976689513539895,0.03193783870277305
46,Orkestret settes sammen fra år til år., Orkestrarna sätts samman från år till år.,3.75,0.11976689513539895,0.03193783870277305
47,Både kulturministeren og bistandsministeren gjester festivalåpningen.\Punktum, Både kulturministern och biståndsministern gästar festivalöppningen. Punktum.,8.25,0.11976689513539895,0.014517199410351388
48,S K I F T, S K I F T,2.75,0.14564353763125837,0.05296128641136668
49,"På statistikken over sykefravær ligger det kvinner øverst,\Komma men forskerne har aldri helt funnet årsaken til at kvinner er mest syke.\Punktum"," På statistiken över sjukfrånvaro ligger de kvinnor överst kommer, men forskarna har aldrig helt funnit orsaken till att kvinnor är mest sjuka, punktum.",11.75,0.14564353763125837,0.012395194692021988
50,De som holder på med tunnelarbeidet er forduftet., De som håller på med tunnlandbyggande är förnuftiga.,4.5,0.14564353763125837,0.03236523058472408
51,Hver av gruppens konserter er ensbetydende med tung og hard rock., Varav gruppens konserter är ensbetydande med tung och hög rock.,6.5,0.14564353763125837,0.02240669809711667
52,Forestillingen skal være et likeverdig møte mellom to kunstarter., Föreställningen ska vara ett likvärdigt möte mellan två kundarter.,5.75,0.14564353763125837,0.02532931089239276
53,fem   åtte   to   en   fjorten   ni hundre og tjuefem, fem åtta två en fjorton niohundratjugofem,5.25,0.14564353763125837,0.027741626215477783
54,I N N B A K T, I N N B A K T,5.0,0.14564353763125837,0.029128707526251674
55,Flere partier burde satse offensivt på nettopp innvandringspolitikken., Flera partier borde satsa offensivt på nettopp-invandringspolitiken.,6.25,0.14564353763125837,0.023302966021001337
56,Han ønsker å bruke sitt kunstuttrykk i flest mulig sammenhenger., Han önskar att bruka sitt konstuttryck i flest möjliga sammanhang.,5.75,0.14564353763125837,0.02532931089239276
57,I blant er det enklere å lese i en bok enn på en skjerm., Ibland är det enklare att läsa i en bok än på en skärm.,4.2509375,0.14564353763125837,0.03426150999191552
58,jo jo jo, jo jo jo,3.25,0.14564353763125837,0.04481339619423334
59,Som barn lå jeg i ukevis av gangen på sykehus på grunn av øynene mine., Som barn låg jag i veckovisa gången på sjukhus på grund av ögonen mina.,6.75,0.14564353763125837,0.021576820389816054
60,M I L L I A R D E N E, M I L L I A R D E N E,5.0,0.14564353763125837,0.029128707526251674
61,Åpne Excel, öppna excel,3.0,0.14564353763125837,0.048547845877086125
62,"Stemme og synsvinkel ligger alle andre steder enn hos forfatteren,\Komma som derimot er sentrum i alle historiene.\Punktum"," Stämme och synsvinkel ligger alla andra städer än hos författaren, komma, som däremot är centrum i alle historierne, punkt om.",10.0,0.14564353763125837,0.014564353763125837
63,Økt avstand mellom stolradene vil likevel sørge for at sikten blir betydelig bedre enn nå.\Punktum, Ökt avstånd mellan stolraderna vill likväl sörja för att sikten blir betydligt bättre än nu.,10.0,0.14564353763125837,0.014564353763125837
64,Vis linjalen, Vislinjalen,5.25,0.11958749126642942,0.022778569765034177
65,Vis alternativer, visa alternativ,3.25,0.11958749126642942,0.03679615115890136
66,De forvalter jo en tradisjon og skal formidle den videre til sine studenter.\Punktum," De förvaltar ju en tradition och skall förmedla den vidare till sina studenter, punktum.",6.25,0.11958749126642942,0.019133998602628707
67,I N N S T I L L E R, I N N S T I L L E R,5.5,0.11958749126642942,0.021743180230259895
68,Alle aksjonærene har fått tilbud om å tegne seg som långivere., Alla auktionärerna har fått tillbud om att hänvisa som långivare.,5.75,0.11958749126642942,0.020797824568074684
69,Vis bunntekst, viss bondtext,2.25,0.11958749126642942,0.053149996118413076
70,D O M M E N E, D O M M E N E,4.5,0.11958749126642942,0.026574998059206538
71,Oddleif Forsberg, Oddlai Forsberg,1.75,0.11958749126642942,0.06833570929510253
72,Det er imidlertid riktig at elevene så langt har valgt skole basert på rykter.\Punktum," Det är emellertid riktigt att eleverna så långt har valt skola baserat på rykten, punkt om.",6.5,0.11958749126642942,0.01839807557945068
73,tilfredsstilt tilfredsstilt tilfredsstilt," tillfredsställt, tillskredställt, tillfredsställt",5.0,0.11958749126642942,0.023917498253285884
74,åtte   åtte   to   fire   trettifem   fem hundre og førtisju, åtta åtta två fyra trettiofem femhundraofyrtiosju,8.7509375,0.11958749126642942,0.013665677679269156
75,F L E N G, F L E N G,4.5,0.11958749126642942,0.026574998059206538
76,"Det vi kan vite sikkert, er at de gamle vennene savnes når de blir borte.", Det de kan veta säkert är att de gamla vännerna saknas när de blir borta.,5.75,0.11958749126642942,0.020797824568074684
77,sikt, sikt,1.75,0.11958749126642942,0.06833570929510253
78,Mytene om tusser og troll levde i beste velgående til langt inn i forrige århundre., Myten om tussar och troll lever de bästa välgående till långt in i de förra århundradena.,6.75,0.11958749126642942,0.01771666537280436
79,T A N K E V E K K E N D E, T A N K E V E K K E N D E,8.25,0.11958749126642942,0.01449545348683993
80,sju   en   åtte   fem   tjueen   fem hundre og femtisju, sju en åtta fem tjugoett femhundrafemtiosju,4.5,0.14748580934247002,0.03277462429832667
81,Arbeidsmarkedsetaten har finansiert virksomheten de siste tre årene.\Punktum," Arbetsmarknadsetaten har finansierat verksamheten de sista tre åren, punktum.",6.5,0.14748580934247002,0.022690124514226157
82,Nå er vi altså kommet så langt i dialogen og samarbeidet at vi kan være sammen om å forrette nattverd., Nu har vi alltså kommit så långt i dialogen och samarbetet att vi kan vara tillsammans med och förrätta en nattvärd.,7.25,0.14748580934247002,0.020342870254133796
83,"Hvordan noen kan mene at en slik formålsparagraf kan forenes med toleranse og respekt for annerledes troende, er meg et stort mysterium.", Hurdan någon kan mena att en slik förmånsparagraf kan förenas med tolerans och respekt för annorlunda troende är mig ett stort mysterium.,11.0,0.14748580934247002,0.013407800849315456
84,Du ser med en gang hva du har utrettet., Du ser med en gång vad du har uträttat.,4.2509375,0.14748580934247002,0.034694890090120126
85,kantlinje, kontlingar,2.25,0.14748580934247002,0.06554924859665334
86,Blåbærturen ute på landet var en rein fornøyelse og flere av turgåerene hadde kilosvis med bær.," Blåbärsturen ute på landet var en ren förnöjelse, och flera av turgårdarna hade kilosvis med bär.",7.5,0.14748580934247002,0.019664774578996003
87,Finn ord, Finn år,2.75,0.14748580934247002,0.05363120339726182
88,"Fellesmeieriets regler er utformet slik at bønder som leverer til andre,\Komma risikerer å bli straffet økonomisk.\Punktum"," Fälles mejeriets regler är utformade så att bönder som levererar till andra komma riskerar att bli straffade ekonomiskt, punktum.",8.7509375,0.14748580934247002,0.016853715312498806
89,femtiåtte tusen seks hundre og nittini, femtioåtta tusen sexhundranittionio,4.2509375,0.14748580934247002,0.034694890090120126
90,Det er ikke for sent å snu., Det är icke förtjänt hos nu.,3.0,0.14748580934247002,0.04916193644749001
91,sytten tusen to hundre og fem, sjutton tusen tvåhundrafem,2.75,0.14748580934247002,0.05363120339726182
92,"Appelsin, banan, eple og druer er hovedingredienser i en velsmakende fruktsalat som serveres på en populær restaurant i byen."," Apelsin, banan, äpple och druvor är huvudingredienser i en välsmakande fruktsallad som serveras på en populär restaurang i byn.",11.25,0.14748580934247002,0.013109849719330668
93,åtte   sju   en   sju   tjueto   fire hundre og førtitre, åtta sju en sju tjugotvå fyrahundrafyrtiotre,5.5,0.14748580934247002,0.02681560169863091
94,Øk venstre innrykk med to og en halv centimeter, ök vänstra inriktning med två och en halv centimeter,4.2509375,0.14748580934247002,0.034694890090120126
95,B A S E N E, B A F E N E,6.25,0.14748580934247002,0.023597729494795203
96,"Den som planlegger bryllup og mangler idéer for den store dagen, har over tyve magasiner å velge mellom."," Den som planlägger bröllop och många idéer för den stora dagen, har typ två magasin att välja mellan.",9.0,0.2141739302314818,0.023797103359053533
97,Klipp ut, klipp ut,2.75,0.2141739302314818,0.07788142917508428
98,Lim inn, lim in,3.0,0.2141739302314818,0.0713913100771606
99,nittifem tusen seks hundre og ti, nittiofem tusen sexhundra och tio,4.5,0.2141739302314818,0.04759420671810707
